Source (A),Source (B),Source (C),Source (D),Source (E),Source (F),Source (G),Source (H),Source (I),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
138 MS1138,ERT,0.4552329,0.455232877,30,IP30,99.22,"About 24 hours ago I was at work, working a 12 hour shift at a call center that focuses around internet. I waswith my favorite coworkers Elizabeth and Meagan whom I sit next two every day way in the back of the room near the windows. It was an easy day, most of my co-workers talking, hardly any phone calls. I was taking a call about every 20 minutes. We were cracking jokes about management, boyfriends etc, and discussing Meagan's wedding plans. I was very happy that my overtime hours were not long and boring, filled with back to back calls. The time shooting the breeze with my co-workers and drinking chai tea was pleasant and made the day go by fast.","About 24 hours ago I was at work, working a 12 hour shift at a call center that focuses around internet. I was with my favorite coworkers Elizabeth and Meagan whom I sit next two every day way in the back of the room near the windows. It was an easy day, most of my co-workers talking, hardly any phone calls. I was taking a call about every 20 minutes. We were cracking jokes about management, boyfriends, and discussing Meagan's wedding plans. I was very happy that my overtime hours were not long and boring, filled with back to back calls. The time shooting the breeze with my co-workers and drinking chai tea was pleasant and made the day go by fast.",122,78.64,62.85,92.18,83.88,17.43,17.21,89.34,47.54,11.48,8.2,7.38,0.82,0,0,0,3.28,8.2,12.3,6.56,7.38,4.1,0.82,11.48,4.92,0.82,0.82,3.28,3.28,4.92,4.1,0.82,0,0,0,11.48,0.82,0.82,0,0.82,5.74,0,0.82,0,2.46,1.64,0.82,0.82,0,0.82,0,1.64,0,0,0,1.64,6.56,2.46,2.46,0.82,0.82,0,8.2,2.46,0.82,21.31,1.64,11.48,11.48,5.74,1.64,1.64,0.82,0,0,0,0,0,0,0,0,13.11,5.74,4.92,0,0,0,0,1.64,0,0.82,0,0
57 MS1057,EFT,0.9894795,0.989479452,30,IP30,99.22,"In about 1 month, I am watching Labyrinth at the Esquire with friends.I am there with Adam, Bryce, Libby, and some of Adam's friends from work.We are enjoying the atmosphere of David Bowie fans coming together to celebrate his life.We are at the Esquire Theater, which is in the neighborhood where I grew up.I am feeling so happy to be here sharing in this experience with people I care about.","In about 1 month, I am watching Labyrinth at the Esquire with friends.I am there with Adam, Bryce, Libby, and some of Adam's friends from work.We are enjoying the atmosphere of David Bowie fans coming together to celebrate his life.We are at the Esquire Theater, which is in the neighborhood where I grew up.I am feeling so happy to be here sharing in this experience with people I care about.",74,84.47,82.79,62.88,97.99,74,20.27,83.78,56.76,13.51,10.81,6.76,2.7,0,1.35,0,2.7,5.41,21.62,9.46,8.11,2.7,0,17.57,1.35,0,2.7,1.35,1.35,5.41,5.41,0,0,0,0,13.51,0,4.05,0,1.35,2.7,1.35,0,0,1.35,0,0,4.05,1.35,0,1.35,1.35,0,1.35,0,0,13.51,10.81,2.7,1.35,0,0,1.35,12.16,1.35,16.22,2.7,12.16,1.35,1.35,2.7,1.35,0,0,0,0,0,0,0,0,0,14.86,6.76,6.76,0,0,0,0,0,0,1.35,0,0
120 MS1120,ERT,0.8230685,0.823068493,180,IP180,78.9,"About 144 hours ago, I was out in the woods foraging for stinging nettles with Hesper.We were looking for nettles to gather for eating, talking, and we each had a beer to drink while picking.It was a fairly nice day, with no rain, and I always love getting out in the woods to forage.I can't wait for the morel mushrooms to start showing up!","About 144 hours ago, I was out in the woods foraging for stinging nettles with Hesper.We were looking for nettles to gather for eating, talking, and we each had a beer to drink while picking.It was a fairly nice day, with no rain, and I always love getting out in the woods to forage.I can't wait for the morel mushrooms to start showing up!",67,97.86,55.93,68.43,80.01,67,14.93,82.09,53.73,8.96,7.46,4.48,2.99,0,0,0,1.49,7.46,23.88,5.97,1.49,4.48,2.99,16.42,1.49,0,0,1.49,1.49,2.99,2.99,0,0,0,0,7.46,0,0,0,0,5.97,0,1.49,0,1.49,1.49,1.49,2.99,2.99,0,0,5.97,0,0,0,4.48,8.96,5.97,0,1.49,1.49,0,7.46,4.48,0,17.91,0,7.46,10.45,0,2.99,0,0,0,0,0,0,0,0,0,0,14.93,4.48,7.46,0,0,0,1.49,0,0,1.49,0,0
23 MS1023,EFT,0.7566849,0.4297,30,IP30,74.22,"In about 1 month, I weigh 10 lbs less. I am looking in the mirror. I am trying on a shirt that I would not normally wear, but I am feeling good about myself and I look amazing.","In about 1 month, I weigh 10 pounds less. I am looking in the mirror. I am trying on a shirt that I would not normally wear, but I am feeling good about myself and I look amazing.",38,35.06,1,96.09,97.58,12.67,10.53,89.47,57.89,21.05,18.42,18.42,0,0,0,0,2.63,5.26,13.16,10.53,5.26,5.26,2.63,26.32,5.26,2.63,0,5.26,2.63,5.26,5.26,0,0,0,0,0,0,0,0,0,15.79,2.63,0,5.26,2.63,0,5.26,7.89,5.26,0,2.63,7.89,5.26,0,0,2.63,5.26,0,2.63,0,2.63,0,0,15.79,0,10.53,0,7.89,2.63,0,0,0,0,0,0,0,0,0,0,0,0,13.16,7.89,5.26,0,0,0,0,0,0,0,0,0
18 MS1018,EFT,0.8427397,0.64455,30,IP30,94.54,"In about 1 month I am in my favourite meeting getting my 2 month chip.I am in the Monday night Medford meeting, sitting in my usual seat at the end of the second row.I am listening to whoever is speaking that day, and talk with Gloria and Rick.I am waiting until the end of the meeting and go up for my 2 month chip.I am feeling like I have made an accomplishment and a milestone has been reached.","In about 1 month I am in my favorite meeting getting my 2 month chip.I am in the Monday night Medford meeting, sitting in my usual seat at the end of the second row.I am listening to whoever is speaking that day, and talk with Gloria and Rick.I am waiting until the end of the meeting and go up for my 2 month chip.I am feeling like I have made an accomplishment and a milestone has been reached.",82,83.49,35.71,99,71.55,82,18.29,87.8,56.1,14.63,12.2,12.2,0,0,0,0,2.44,8.54,17.07,10.98,1.22,6.1,0,20.73,2.44,1.22,1.22,4.88,0,2.44,2.44,0,0,0,0,8.54,0,0,0,0,2.44,1.22,1.22,0,0,0,0,3.66,0,2.44,1.22,0,0,0,0,0,4.88,0,1.22,2.44,1.22,0,2.44,12.2,0,24.39,1.22,9.76,13.41,4.88,0,0,0,0,0,0,0,0,0,0,0,8.54,6.1,2.44,0,0,0,0,0,0,0,0,0
102 MS1102,ERT,0.3309315,0.330931507,30,IP30,49.22,"About 24 hours ago I was watching television with my family. I was with my husband and my 10 year old son. I was sitting in my recliner, using my computer. I was watching Star Wars Rebels. I was relaxed and happy.","About 24 hours ago I was watching television with my family. I was with my husband and my 10 year old son. I was sitting in my recliner, using my computer. I was watching Star Wars Rebels. I was relaxed and happy.",42,18.82,4.8,99,25.77,8.4,19.05,90.48,50,23.81,23.81,23.81,0,0,0,0,0,0,9.52,11.9,2.38,4.76,0,21.43,2.38,0,0,4.76,0,9.52,4.76,4.76,0,4.76,0,7.14,7.14,0,0,4.76,4.76,2.38,2.38,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,9.52,4.76,0,4.76,0,0,14.29,0,0,14.29,0,4.76,9.52,2.38,7.14,2.38,0,0,2.38,0,0,0,0,0,0,14.29,11.9,2.38,0,0,0,0,0,0,0,0,0
30 MS1030,EFT,0.2598904,0.259890411,365,IP365,24.22,I about a year I plan to go on a carnival cruise to the Bahamas.I am looking forward to being on cruise ship and relaxing and enjoying on board entertainment.I will invite a friend to join me.,I about a year I plan to go on a carnival cruise to the Bahamas.I am looking forward to being on cruise ship and relaxing and enjoying on board entertainment.I will invite a friend to join me.,39,95.33,15.25,98.01,99,39,17.95,87.18,56.41,12.82,12.82,12.82,0,0,0,0,0,10.26,20.51,7.69,2.56,5.13,0,15.38,0,0,0,0,0,7.69,7.69,0,0,0,0,2.56,0,2.56,0,0,0,0,0,0,0,0,0,2.56,2.56,0,0,0,0,0,0,0,7.69,5.13,2.56,0,0,0,0,7.69,5.13,20.51,10.26,10.26,5.13,0,10.26,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
135 MS1135,ERT,0.7637534,0.763753425,365,IP365,49.22,"About 288 hours ago I was at my Sit-and-Be-Fit exercise class.I was sitting up front, as I usually do, enjoying the instructor's workout.I was at the Community Center taking this exercise class.I was really enjoying the stretches and lower body and upper body exercises that we do.I was with about 12 other senior men and women and we were having a great time.I was really working hard to follow our instructor as she put us through our paces.I was really enjoying the time together with others....about 45 minutes....having an interchange of friendship and cammeraderie.I was having a really good time as I worked out.","About 288 hours ago I was at my Sit-and-Be-Fit exercise class.I was sitting up front, as I usually do, enjoying the instructor's workout.I was at the Community Center taking this exercise class.I was really enjoying the stretches and lower body and upper body exercises that we do.I was with about 12 other senior men and women and we were having a great time.I was really working hard to follow our instructor as she put us through our paces.I was really enjoying the time together with others....about 45 minutes....having an interchange of friendship and camaraderie.I was having a really good time as I worked out.",116,33.98,43.14,98.18,85.87,116,17.24,94.83,59.48,18.1,14.66,9.48,4.31,0,0.86,0,3.45,6.03,12.93,12.93,6.9,7.76,0,18.97,6.03,3.45,0,2.59,0,5.17,4.31,0.86,0,0,0.86,8.62,0,0,1.72,0.86,6.03,0,0,0,0.86,0,5.17,0.86,0,0,0.86,5.17,1.72,3.45,0,0,14.66,6.9,1.72,3.45,2.59,0,9.48,4.31,0,19.83,1.72,11.21,6.9,6.03,3.45,0,0,0,0,0,0,0,0,0,0,18.97,13.79,1.72,0,0,0,0,2.59,0,0.86,0,0
3 MS1003,EFT,0.0077781,0.736325,30,IP30,0.78,In about one month I will be on the beach with my family. We will enjoy the local restaurants and enjoying the good weather.,In about one month I will be on the beach with my family. We will enjoy the local restaurants and enjoying the good weather.,24,88.46,66.17,74.76,99,12,12.5,95.83,58.33,12.5,12.5,8.33,4.17,0,0,0,0,12.5,16.67,12.5,4.17,4.17,0,12.5,0,0,0,4.17,0,12.5,12.5,0,0,0,0,8.33,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,4.17,12.5,8.33,0,0,4.17,0,0,4.17,8.33,16.67,0,12.5,4.17,0,12.5,4.17,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
90 MS1090,ERT,0.1308493,0.130849315,30,IP30,19.54,"About 24 hours ago, I was opening a package that I had been waiting for. I was excited because the package contains a lot of new items that I was eager to try. When opening the package, I was reminded of the good deal that I had gotten on my order. I was unpacking the box and checking out all of my new things in the kitchen.","About 24 hours ago, I was opening a package that I had been waiting for. I was excited because the package contains a lot of new items that I was eager to try. When opening the package, I was reminded of the good deal that I had gotten on my order. I was unpacking the box and checking out all of my new things in the kitchen.",67,66.65,8.96,97.53,94.38,16.75,19.4,85.07,59.7,19.4,13.43,13.43,0,0,0,0,5.97,10.45,13.43,11.94,2.99,4.48,0,16.42,5.97,0,1.49,1.49,2.99,4.48,4.48,0,0,0,0,0,0,0,0,0,5.97,0,1.49,0,2.99,1.49,0,0,0,0,0,1.49,0,0,0,1.49,8.96,0,1.49,1.49,5.97,0,14.93,1.49,0,19.4,0,8.96,8.96,0,0,1.49,0,0,0,0,0,0,0,0,0,8.96,5.97,2.99,0,0,0,0,0,0,0,0,0
134 MS1134,ERT,0.6066301,0.606630137,30,IP30,92.96,"About 24 hours ago I was at home enjoying a movie with my kids. We were watching ""Captain America: The Winter Soldier"" on cable TV. We've seen it dozens of times, but love it regardless. I was already watching it by myself in my room, but my two daughters soon trickled in one at a time and sat and watched it with me on my bed. I always love watching movies, but it's even more special with my daughters. We're great pals.","About 24 hours ago I was at home enjoying a movie with my kids. We were watching ""Captain America: The Winter Soldier"" on cable TV. We've seen it dozens of times, but love it regardless. I was already watching it by myself in my room, but my two daughters soon trickled in one at a time and sat and watched it with me on my bed. I always love watching movies, but it's even more special with my daughters. We're great pals.",82,50.62,45.16,98.5,99,13.67,17.07,95.12,53.66,21.95,15.85,12.2,3.66,0,0,0,6.1,3.66,14.63,6.1,4.88,6.1,0,14.63,3.66,1.22,0,4.88,1.22,6.1,6.1,0,0,0,0,10.98,2.44,1.22,2.44,0,6.1,0,0,1.22,0,1.22,3.66,6.1,6.1,0,0,2.44,0,0,0,0,10.98,7.32,0,2.44,1.22,0,10.98,2.44,1.22,19.51,0,8.54,10.98,0,3.66,3.66,0,0,0,0,0,0,0,0,0,18.29,7.32,3.66,1.22,0,0,0,0,2.44,3.66,0,0
96 MS1096,ERT,0.1310959,0.13109589,30,IP30,7.04,"About 24 hours ago I was attempting to make a really good latte in my kitchen at home with my husband John.I finally had all the ingredients I needed-Monin caramel syrup, espresso (freshly brewed) Trader Joe's soy milk and Giradelli caramel topping.I was brewing the fresh espresso that I had groun in the morning and mixed in the syrup.Once that was done I started to froth the milk with my frother.Sarah, a good friend had recomended this frother for making coffee drinks.Everything was finally coming to together.I topped it off with a slight drizzle of caramel.It was perfection!!It was a great way to start the morning with a perfect coffee treat drink.It was around 9:00 when it finally came together and I had made enough for two drinks so I could share with my husband John and we enjoyed them together.I felt a sense of satisfaction that I was able to finally make a coffee drink even better than the local starbucks.Which was also a relief because $5.00 a drink was starting to add up, so...","About 24 hours ago I was attempting to make a really good latte in my kitchen at home with my husband John.I finally had all the ingredients I needed-Monin caramel syrup, espresso (freshly brewed) Trader Joe's soy milk and Ghirardelli caramel topping.I was brewing the fresh espresso that I had ground in the morning and mixed in the syrup.Once that was done I started to froth the milk with my frothier.Sarah, a good friend had recommended this frothier for making coffee drinks.Everything was finally coming to together.I topped it off with a slight drizzle of caramel.It was perfection!!It was a great way to start the morning with a perfect coffee treat drink.It was around 9:00 when it finally came together and I had made enough for two drinks so I could share with my husband John and we enjoyed them together.I felt a sense of satisfaction that I was able to finally make a coffee drink even better than the local Starbucks.Which was also a relief because $5.00 a drink was starting to add up, so.",189,70.95,39.56,71.11,98.76,189,19.05,85.71,52.38,14.81,8.99,7.94,0.53,0,0,0.53,5.82,8.47,12.7,8.47,6.35,4.76,0,14.29,3.7,1.06,1.06,3.17,1.06,5.82,5.82,0,0,0,0,5.82,1.06,0.53,0,1.06,7.94,1.06,2.65,1.06,0,2.12,1.06,2.65,0,0,0.53,6.88,0,0,0,6.88,8.99,4.23,1.59,0.53,3.7,0,11.11,3.17,0.53,15.34,1.06,7.41,6.88,0.53,5.29,1.06,0.53,0,0,0,0,0,0,0,0,11.64,5.82,1.59,0.53,0,0,1.06,0.53,0,0.53,1.06,0.53
7 MS1007,EFT,0.1515342,0.8672,180,IP180,11.72,"in about 6 months i am at my daughter baileys birthday party at the zoo. bailey, her father and i are walking around looking at all the animals. bailey loves the giraffes. we fed them lettuce and she was smiling and laughing the whole time. it is such a great day we all could't be happier. best second birthday ever.","In about 6 months I am at my daughter baileys birthday party at the zoo. Bailey, her father and I are walking around looking at all the animals. Bailey loves the giraffes. We fed them lettuce and she was smiling and laughing the whole time. It is such a great day we all couldn’t be happier. This is the Best second birthday ever.",63,50.9,86.68,37.24,99,10.5,20.63,87.3,53.97,15.87,12.7,4.76,3.17,0,3.17,1.59,3.17,9.52,9.52,11.11,6.35,4.76,1.59,15.87,4.76,3.17,0,3.17,4.76,11.11,11.11,0,0,0,0,14.29,3.17,0,4.76,1.59,6.35,0,0,1.59,0,4.76,0,3.17,1.59,1.59,0,3.17,0,0,0,1.59,9.52,6.35,1.59,1.59,3.17,0,3.17,9.52,0,19.05,1.59,7.94,9.52,0,1.59,0,0,0,0,0,0,0,0,0,0,12.7,9.52,1.59,0,0,0,0,0,0,1.59,0,0
23 MS1023,EFT,0.7566849,0.95705,180,IP180,89.84,"In about 6 months, I am moving into my new apartment. I am bringing the last box of my things into my new apartment. I am looking around. I am so excited to start unpacking. I cant wait to make my apartment my new home. I love that I have all my own space and feel at home. Brandon is here. He is going to have a celebratory dinner with me.","In about 6 months, I am moving into my new apartment. I am bringing the last box of my things into my new apartment. I am looking around. I am so excited to start unpacking. I can’t wait to make my apartment my new home. I love that I have all my own space and feel at home. Brandon is here. He is going to have a celebratory dinner with me.",71,33.89,3.38,99,77.59,8.88,12.68,92.96,59.15,23.94,21.13,19.72,0,0,1.41,0,2.82,2.82,15.49,11.27,5.63,2.82,1.41,22.54,5.63,0,0,1.41,1.41,2.82,2.82,0,0,0,0,4.23,0,0,0,1.41,5.63,1.41,1.41,0,0,1.41,1.41,2.82,1.41,0,1.41,2.82,0,0,0,1.41,4.23,2.82,1.41,0,1.41,0,0,18.31,1.41,22.54,4.23,8.45,9.86,0,1.41,7.04,0,0,0,0,0,0,0,0,0,14.08,11.27,1.41,0,0,0,0,0,0,1.41,0,0
103 MS1103,ERT,0.4249041,0.42490411,180,IP180,39.84,"About 144 hours ago I was at the casino with a good friend of mine. I was there in the evening hours. I was playing slots and having a good time, relaxing and chatting with my friend. I was having a blast, as I was winning quite a bit of money. I was aware of other people around me, watching my winnings add up. I was feeling good about how other people were probably viewing me.","About 144 hours ago I was at the casino with a good friend of mine. I was there in the evening hours. I was playing slots and having a good time, relaxing and chatting with my friend. I was having a blast, as I was winning quite a bit of money. I was aware of other people around me, watching my winnings add up. I was feeling good about how other people were probably viewing me.",76,49.71,11.82,97.59,99,12.67,13.16,96.05,61.84,18.42,15.79,15.79,0,0,0,0,2.63,7.89,15.79,13.16,7.89,5.26,0,17.11,1.32,1.32,1.32,1.32,2.63,9.21,9.21,0,0,0,0,6.58,0,2.63,0,0,9.21,2.63,1.32,0,2.63,0,2.63,3.95,2.63,0,1.32,0,0,0,0,0,13.16,3.95,2.63,3.95,7.89,0,11.84,1.32,0,11.84,0,5.26,6.58,0,5.26,0,2.63,0,0,0,0,0,0,0,0,11.84,7.89,3.95,0,0,0,0,0,0,0,0,0
